time,AcX,AcY,GyZ
516,-1688,-1764,96
537,-1268,-952,291
559,-1416,-232,178
579,-1548,-644,62
601,-1288,-860,103
621,-1544,-708,102
643,-1608,-544,92
664,-1680,-756,136
685,-1616,-356,246
706,-1688,-64,189
727,-1452,-92,-52
748,-1484,-956,-48
770,-1384,-964,125
790,-1492,-436,133
812,-1444,-344,28
832,-1504,-588,27
854,-1448,-628,71
875,-1392,-496,80
896,-1472,-388,70
960,-1532,-608,72
982,-1420,-404,36
1002,-1404,-520,58
1024,-1452,-516,53
1045,-1536,-524,71
1065,-1444,-452,79
1087,-1440,-508,63
1112,-1472,-596,69
1132,-1404,-500,55
1154,-1504,-608,82
1174,-1412,-556,72
1196,-1496,-424,52
1217,-1812,-136,-83
1239,-1004,-708,-52
1259,-2092,-796,-17
1281,-1772,-776,-25
1302,-1492,-560,-74
1323,-1072,-1616,-35
1344,-1940,-1044,112
1376,-2608,-524,130
1397,-2184,-1168,206
1418,-2156,88,129
1479,-2072,-616,164
1501,-1160,-180,85
1522,-1248,-484,19
1543,-760,-492,18
1564,-1356,-636,67
1586,-2180,-508,-4
1606,-1592,-680,25
1628,-1444,-764,25
1649,-1712,-788,12
1670,-1584,-672,2
1694,-1864,-556,26
1716,-1648,-968,9
1736,-1564,-424,58
1758,-1392,-1024,82
1779,-1232,-868,36
1800,-2116,-776,150
1821,-1148,-1488,122
1843,-1888,-1144,121
1864,-1380,-480,81
1885,-1384,-624,39
1906,-1968,-568,77
1928,-1668,-592,5
1983,-1704,-484,-60
2004,-1084,-476,-56
2026,-1540,-524,-33
2048,-1984,-544,-64
2068,-1596,-444,-22
2089,-2252,-716,-11
2111,-1668,-776,72
2131,-1816,-772,106
2153,-1340,-752,103
2174,-1756,-92,-92
2195,-1408,-1408,236
2216,-1544,-324,100
2238,-1640,-556,141
2262,-1468,-692,82
2283,-1628,-684,158
2305,-1536,-548,103
2326,-1332,-636,97
2347,-1616,-668,98
2368,-1564,-724,91
2388,-1384,-988,106
2410,-1728,-520,174
2432,-1436,-620,38
2488,-1468,-920,57
2509,-1764,-648,82
2531,-1336,-628,-21
2552,-1640,-668,41
2573,-1252,-420,23
2594,-1448,-564,-52
2623,-1360,-656,66
2644,-1660,-468,-3
2666,-1476,-416,-3
2688,-1548,-808,38
2708,-1932,-672,22
2729,-1692,-652,2
2751,-1524,-1184,47
2772,-1784,-812,74
2793,-1556,-580,57
2814,-1460,-600,3
2839,-1392,-676,19
2860,-1792,-548,-19
2881,-1292,-1108,49
2903,-1492,-612,87
2923,-2272,-1092,188
2945,-1352,-568,186
3001,-1580,-436,165
3022,-1672,-524,194
3044,-1444,-600,163
3065,-1404,-628,140
3086,-1512,-692,125
3107,-1492,-884,87
3129,-1752,-908,26
3149,-1476,-744,20
3171,-1580,-588,-18
3192,-1516,-1032,39
3213,-1604,-444,66
3234,-1504,-736,43
3256,-1664,-684,91
3276,-1708,-680,65
3298,-1572,-792,92
3318,-1356,-772,66
3340,-1732,-924,61
3361,-1900,-716,60
3382,-1620,-860,67
3406,-2064,-684,81
3428,-1348,-652,43
3448,-1640,-476,4
3505,-1540,-812,44
3526,-1608,-444,48
3548,-1168,-908,115
3568,-1552,-456,76
3590,-1156,-620,46
3611,-1108,-704,93
3632,-1556,-764,50
3653,-1808,-692,61
3674,-1340,-580,50
3695,-1488,-700,68
3717,-1420,-484,63
3737,-1596,-824,63
3759,-1376,-536,77
3780,-1496,-688,77
3801,-1456,-592,84
3830,-1296,-800,74
3852,-1048,-596,34
3872,-1728,-536,26
3894,-1652,-708,52
3915,-1360,-676,57
3936,-1460,-564,70
3957,-1536,-668,57
4014,-1836,-488,97
4038,-1252,-724,117
4059,-1600,-348,114
4080,-1756,-684,43
4102,-1536,-676,74
4122,-1400,-596,51
4144,-1356,-688,63
4165,-1736,-752,58
4186,-1452,-712,84
4207,-1432,-664,94
4229,-1452,-668,79
4249,-1468,-648,108
4271,-1616,-592,98
4292,-1444,-616,72
4313,-1320,-492,67
4334,-1492,-520,82
4356,-1468,-644,61
4376,-1456,-788,56
4398,-1384,-612,52
4419,-1468,-680,102
4440,-1664,-932,96
4461,-1916,-580,94
4517,-1508,-856,118
4539,-1648,-968,131
4560,-1632,-584,143
4581,-1568,-720,127
4605,-1336,-580,118
4627,-1688,-980,105
4648,-1520,-672,115
4669,-2232,-704,166
4767,-1668,-536,199
4788,-1592,-812,220
4809,-1404,-804,240
4831,-1432,-644,208
4852,-1592,-736,176
4873,-1520,-780,192
4894,-1320,-772,198
4916,-1432,-748,154
4936,-1628,-908,173
4958,-1492,-704,139
4979,-1740,-588,106
5000,-1172,-744,40
5021,-1656,-832,82
5043,-1928,-840,49
5098,-1232,-732,76
5120,-1676,-588,98
5149,-1716,-620,91
5171,-1464,-536,97
5192,-1296,-756,62
5213,-1460,-552,114
5234,-1736,-556,78
5259,-1464,-536,79
5279,-1696,-536,60
5301,-1512,-580,64
5322,-1616,-468,35
5343,-1776,-636,75
5364,-1024,-476,53
5386,-1704,-592,42
5406,-1540,-128,68
5428,-1068,-548,27
5449,-1452,-644,58
5470,-1540,-456,71
5491,-1304,-436,36
5512,-1372,-496,68
5533,-1588,-392,51
5555,-1520,-472,66
5610,-1456,-512,57
5632,-1640,-572,64
5653,-1448,-524,60
5675,-1544,-592,54
5695,-1432,-548,76
5716,-1392,-476,81
5737,-1472,-508,64
5758,-1308,-476,73
5780,-1484,-544,60
5800,-1552,-624,64
5825,-1320,-576,78
5847,-1392,-544,55
5867,-1440,-516,55
5889,-1512,-536,49
5910,-1484,-560,47
5931,-1356,-556,82
5952,-1444,-452,64
5974,-1556,-520,42
5994,-1540,-616,64
6016,-1488,-396,57
6036,-1576,-604,60
6057,-1436,-416,76
6114,-1472,-584,68
6135,-1540,-588,48
6156,-1524,-480,78
6177,-1460,-584,63
6199,-1472,-512,77
6219,-1488,-536,74
6241,-1496,-536,69
6262,-1480,-560,60
6283,-1436,-428,61
6304,-1432,-548,54
6326,-1476,-440,46
6354,-1508,-540,74
6376,-1484,-480,60
6397,-1532,-612,86
6422,-1536,-520,59
6443,-1588,-476,60
6464,-1412,-532,76
6486,-1488,-508,50
6506,-1392,-416,39
6528,-1528,-508,65
6549,-1504,-480,69
6569,-1420,-516,73
6627,-1476,-424,74
6648,-1448,-564,69
6669,-1500,-536,49
6690,-1500,-524,76
6711,-1488,-520,72
6732,-1116,-536,52
6754,-1520,-596,58
6774,-1408,-576,69
6796,-1404,-488,92
6817,-1460,-556,73
6838,-1492,-496,56
6859,-1412,-656,60
6881,-1368,-476,61
6901,-1452,-576,69
6923,-1552,-568,39
6944,-1468,-592,66
6965,-1584,-540,47
6989,-1532,-468,55
7011,-1508,-592,63
7031,-1416,-616,68
7053,-1348,-500,71
7073,-1492,-468,64
7130,-1468,-484,63
7151,-1460,-588,90
7172,-1472,-492,57
7193,-1436,-568,54
7215,-1468,-512,74
7235,-1480,-572,58
7257,-1408,-620,74
7277,-1488,-464,64
7299,-1380,-508,78
7320,-1364,-448,57
7341,-1432,-444,71
7362,-1500,-436,43
7384,-1420,-452,67
7404,-1316,-424,69
7426,-1460,-524,52
7447,-1432,-536,71
7468,-1596,-600,70
7489,-1420,-532,45
7511,-1604,-620,67
7531,-1492,-500,67
7561,-1484,-528,75
7585,-1452,-576,75
22018,-432,1584,387
